,Unnamed: 0,title,link,keyword
766,766,"Anak John Legend Didiagnosis Mengidap Diabetes Tipe 1, Begini Awal Mulanya",https://health.detik.com/berita-detikhealth/d-7467719/anak-john-legend-didiagnosis-mengidap-diabetes-tipe-1-begini-awal-mulanya,diabetes
767,767,"6 Bahaya Tidur Setelah Makan, Benarkah Bisa Menyebabkan Diabetes?",https://www.detik.com/jateng/berita/d-7558581/6-bahaya-tidur-setelah-makan-benarkah-bisa-menyebabkan-diabetes,diabetes
769,769,"134 Ribu Orang di RI Cuci Darah di 2024, Dipicu Gagal Ginjal",https://www.detik.com/sumut/berita/d-7823577/134-ribu-orang-di-ri-cuci-darah-di-2024-dipicu-gagal-ginjal,diabetes
770,770,"4 Olahraga yang Cocok untuk Pengidap Diabetes, Bantu Kontrol Kadar Gula Darah",https://health.detik.com/berita-detikhealth/d-7463318/4-olahraga-yang-cocok-untuk-pengidap-diabetes-bantu-kontrol-kadar-gula-darah,diabetes
771,771,"10 Bahan Alami yang Bisa Menurunkan Gula Darah, Termasuk Kunyit",https://health.detik.com/berita-detikhealth/d-7680606/10-bahan-alami-yang-bisa-menurunkan-gula-darah-termasuk-kunyit,diabetes
772,772,"Diet Tak Harus Mahal, Ini 10 Makanan Sehat yang Ramah di Kantong",https://www.detik.com/jabar/berita/d-8451225/diet-tak-harus-mahal-ini-10-makanan-sehat-yang-ramah-di-kantong,diabetes
773,773,"Berkaca dari Kondisi yang Dialami Kiwil, Waspadai Gejala Pengentalan Darah",https://health.detik.com/berita-detikhealth/d-7690923/berkaca-dari-kondisi-yang-dialami-kiwil-waspadai-gejala-pengentalan-darah,diabetes
774,774,"Pengidap Diabetes Meninggal usai 'Terapi Tampar', Diminta Stop Minum Obat",https://health.detik.com/berita-detikhealth/d-7462328/pengidap-diabetes-meninggal-usai-terapi-tampar-diminta-stop-minum-obat,diabetes
776,776,6 Kelompok Orang yang Sebaiknya Menghindari Makan Durian demi Kesehatan,https://health.detik.com/berita-detikhealth/d-7726173/6-kelompok-orang-yang-sebaiknya-menghindari-makan-durian-demi-kesehatan,diabetes
778,778,"Tak Cuma Kurang Tidur, Sering Ngantuk Bisa Jadi Pertanda Gejala 8 Penyakit Ini",https://health.detik.com/berita-detikhealth/d-7720203/tak-cuma-kurang-tidur-sering-ngantuk-bisa-jadi-pertanda-gejala-8-penyakit-ini,diabetes
780,780,Benarkah Sering Minum Air Putih Dapat Turunkan Kadar Gula Darah? Ini Penjelasannya,https://health.detik.com/berita-detikhealth/d-7650632/benarkah-sering-minum-air-putih-dapat-turunkan-kadar-gula-darah-ini-penjelasannya,diabetes
782,782,Penyakit Gagal Ginjal dan Diabetes Mulai Hantui Anak-anak Malang,https://www.detik.com/jatim/berita/d-7474219/penyakit-gagal-ginjal-dan-diabetes-mulai-hantui-anak-anak-malang,diabetes
783,783,Banyak Minum Air Putih Bisa Turunkan Kadar Gula Darah? Ini Penjelasannya,https://health.detik.com/berita-detikhealth/d-7643607/banyak-minum-air-putih-bisa-turunkan-kadar-gula-darah-ini-penjelasannya,diabetes
784,784,Cukai Minuman Berpemanis Jadi 'Disahkan' 2025? Ini Kata Menkes,https://health.detik.com/berita-detikhealth/d-7679590/cukai-minuman-berpemanis-jadi-disahkan-2025-ini-kata-menkes,diabetes
786,786,"Pengidap Diabetes Masih Boleh Kok Makan Nasi, Catat Pesan Pakar Gizi",https://health.detik.com/berita-detikhealth/d-7461811/pengidap-diabetes-masih-boleh-kok-makan-nasi-catat-pesan-pakar-gizi,diabetes
787,787,"Sederet Manfaat Konsumsi Petai, Termasuk Bantu Turunkan Kadar Gula Darah",https://health.detik.com/berita-detikhealth/d-7753316/sederet-manfaat-konsumsi-petai-termasuk-bantu-turunkan-kadar-gula-darah,diabetes
788,788,"Awas! Pakai Obat Steroid Biar Anak Gemuk Tak Bikin Sehat, Bisa Diabetes-Hipertensi",https://health.detik.com/berita-detikhealth/d-7593809/awas-pakai-obat-steroid-biar-anak-gemuk-tak-bikin-sehat-bisa-diabetes-hipertensi,diabetes
791,791,"'Biang Kerok' Kasus Gagal Ginjal Ngegas di RI, Pembiayaan BPJS Sampai Melonjak 400 Persen!",https://health.detik.com/berita-detikhealth/d-8447726/biang-kerok-kasus-gagal-ginjal-ngegas-di-ri-pembiayaan-bpjs-sampai-melonjak-400-persen,diabetes
792,792,Berapa Batas Aman Makan Durian Sehari? Begini Penjelasan Ahli,https://health.detik.com/berita-detikhealth/d-7775209/berapa-batas-aman-makan-durian-sehari-begini-penjelasan-ahli,diabetes
794,794,"Daftar 6 Minuman yang Bisa Turunkan Kadar Gula Darah, Termasuk Kopi",https://health.detik.com/berita-detikhealth/d-7662446/daftar-6-minuman-yang-bisa-turunkan-kadar-gula-darah-termasuk-kopi,diabetes
796,796,Benarkah Petai Bisa Bantu Turunkan Kadar Gula Darah? Dokter Herbal Bilang Gini,https://health.detik.com/berita-detikhealth/d-7652782/benarkah-petai-bisa-bantu-turunkan-kadar-gula-darah-dokter-herbal-bilang-gini,diabetes
797,797,IDAI Ungkap Angka Diabetes Anak Meningkat 70 Persen! Ini Penyebabnya,https://health.detik.com/berita-detikhealth/d-7452832/idai-ungkap-angka-diabetes-anak-meningkat-70-persen-ini-penyebabnya,diabetes
799,799,"3 Waktu Terbaik untuk Konsumsi Air Rebusan Daun Salam, Termasuk di Pagi Hari",https://health.detik.com/berita-detikhealth/d-7702446/3-waktu-terbaik-untuk-konsumsi-air-rebusan-daun-salam-termasuk-di-pagi-hari,diabetes
800,800,"6 Obat Alami Penurun Kadar Gula Darah Tinggi, Termasuk Jahe dan Kunyit",https://health.detik.com/berita-detikhealth/d-7730930/6-obat-alami-penurun-kadar-gula-darah-tinggi-termasuk-jahe-dan-kunyit,diabetes
802,802,"Dokter Ungkap Penyebab Stroke di Usia Muda, Salah Satunya Obesitas",https://www.detik.com/sumut/berita/d-7812985/dokter-ungkap-penyebab-stroke-di-usia-muda-salah-satunya-obesitas,diabetes
803,803,"Dear Ortu, Begini Atasi Anak yang Mudah Tantrum gegara Kecanduan Gula",https://health.detik.com/berita-detikhealth/d-7657659/dear-ortu-begini-atasi-anak-yang-mudah-tantrum-gegara-kecanduan-gula,diabetes
806,806,Apakah Makan Durian Bikin Gula Darah Naik? Ini Penjelasannya,https://health.detik.com/berita-detikhealth/d-7738696/apakah-makan-durian-bikin-gula-darah-naik-ini-penjelasannya,diabetes
808,808,"5 Minuman Sehat untuk Menurunkan Kadar Gula Darah, Termasuk Kopi Hitam",https://health.detik.com/berita-detikhealth/d-7643022/5-minuman-sehat-untuk-menurunkan-kadar-gula-darah-termasuk-kopi-hitam,diabetes
809,809,"4 Alasan Nggak Boleh Makan Mi Instan Tiap Hari, Bisa Begini Dampaknya",https://health.detik.com/berita-detikhealth/d-7716804/4-alasan-nggak-boleh-makan-mi-instan-tiap-hari-bisa-begini-dampaknya,diabetes
811,811,"5 Jus yang Bisa Bantu Turunkan Kadar Gula Darah, Termasuk Bayam dan Tomat",https://health.detik.com/berita-detikhealth/d-7649521/5-jus-yang-bisa-bantu-turunkan-kadar-gula-darah-termasuk-bayam-dan-tomat,diabetes
813,813,"Kerap Tak Disadari, Ini Tanda Diabetes yang Muncul di Kepala hingga Kaki",https://health.detik.com/berita-detikhealth/d-7443557/kerap-tak-disadari-ini-tanda-diabetes-yang-muncul-di-kepala-hingga-kaki,diabetes
815,815,Kaki Terasa Panas? Ini Kemungkinan Penyebab dan Cara Mengatasinya,https://health.detik.com/berita-detikhealth/d-7607864/kaki-terasa-panas-ini-kemungkinan-penyebab-dan-cara-mengatasinya,diabetes
816,816,Jahe Bisa Membantu Mengobati Penyakit Apa Saja? Ini Daftarnya,https://health.detik.com/berita-detikhealth/d-7647133/jahe-bisa-membantu-mengobati-penyakit-apa-saja-ini-daftarnya,diabetes
821,821,"6 Minuman yang Bisa Bantu Turunkan Kadar Gula Darah, Ada Jus Tomat",https://health.detik.com/berita-detikhealth/d-7625816/6-minuman-yang-bisa-bantu-turunkan-kadar-gula-darah-ada-jus-tomat,diabetes
822,822,7 Tanda Tubuh Sudah 'Overdosis' Gula yang Kerap Tak Disadari,https://health.detik.com/berita-detikhealth/d-7660913/7-tanda-tubuh-sudah-overdosis-gula-yang-kerap-tak-disadari,diabetes
824,824,"Viral Karyawan Meninggal Serangan Jantung saat Ngegym, Olahraga Malam Tak Disarankan?",https://health.detik.com/berita-detikhealth/d-7711338/viral-karyawan-meninggal-serangan-jantung-saat-ngegym-olahraga-malam-tak-disarankan,diabetes
825,825,"Ikon Musik Quincy Jones Meninggal Dunia di 91 Tahun, Ini Riwayat Sakitnya",https://health.detik.com/berita-detikhealth/d-7623047/ikon-musik-quincy-jones-meninggal-dunia-di-91-tahun-ini-riwayat-sakitnya,diabetes
826,826,Pesan Dokter Gizi Buat yang Tiap Hari Minum Es Kopi Susu,https://health.detik.com/berita-detikhealth/d-7640788/pesan-dokter-gizi-buat-yang-tiap-hari-minum-es-kopi-susu,diabetes
827,827,Sering Gatal di Area Kemaluan Bisa Jadi Pertanda Kadar Gula Darah Tinggi,https://health.detik.com/berita-detikhealth/d-7639484/sering-gatal-di-area-kemaluan-bisa-jadi-pertanda-kadar-gula-darah-tinggi,diabetes
828,828,Amankah Minum Air Rebusan Daun Salam Setiap Hari? Begini Jawabannya,https://health.detik.com/berita-detikhealth/d-7626489/amankah-minum-air-rebusan-daun-salam-setiap-hari-begini-jawabannya,diabetes
830,830,"Viral Pria Cianjur Kena Gagal Ginjal, Masih Konsumsi Makanan Manis saat Cuci Darah",https://health.detik.com/berita-detikhealth/d-7653504/viral-pria-cianjur-kena-gagal-ginjal-masih-konsumsi-makanan-manis-saat-cuci-darah,diabetes
832,832,Ternyata Sederet Kebiasaan Sehat Ini Bisa Membantu Turunkan Kadar Gula Darah,https://health.detik.com/berita-detikhealth/d-7610860/ternyata-sederet-kebiasaan-sehat-ini-bisa-membantu-turunkan-kadar-gula-darah,diabetes
833,833,Dokter Wanti-wanti Kebanyakan Jajan Seblak Bisa Picu Penyakit Ini,https://health.detik.com/berita-detikhealth/d-7716392/dokter-wanti-wanti-kebanyakan-jajan-seblak-bisa-picu-penyakit-ini,diabetes
835,835,"Negara Tetangga RI Ini Catat Lonjakan Kasus Obesitas, Apa Pemicunya?",https://health.detik.com/berita-detikhealth/d-8446093/negara-tetangga-ri-ini-catat-lonjakan-kasus-obesitas-apa-pemicunya,diabetes
838,838,Waspadai 10 Tanda-tanda Gula Darah Tinggi yang Tak Disadari,https://www.detik.com/sumut/berita/d-7551771/waspadai-10-tanda-tanda-gula-darah-tinggi-yang-tak-disadari,diabetes
839,839,7 Manfaat Minum Teh Hitam Secara Rutin untuk Kesehatan,https://www.detik.com/sumut/berita/d-7677898/7-manfaat-minum-teh-hitam-secara-rutin-untuk-kesehatan,diabetes
840,840,"6 Manfaat Buah Naga yang Tak Disangka-sangka, Bisa Cegah Penyakit Apa Saja?",https://health.detik.com/berita-detikhealth/d-7665206/6-manfaat-buah-naga-yang-tak-disangka-sangka-bisa-cegah-penyakit-apa-saja,diabetes
841,841,"6 Hal Sepele yang Bisa Menyebabkan Gula Darah 'Meroket', Termasuk Jarang Olahraga",https://health.detik.com/berita-detikhealth/d-7548439/6-hal-sepele-yang-bisa-menyebabkan-gula-darah-meroket-termasuk-jarang-olahraga,diabetes
846,846,"Mudah Dilakukan, 5 Cara Ini Bantu Turunkan Kadar Gula Darah",https://health.detik.com/berita-detikhealth/d-7569320/mudah-dilakukan-5-cara-ini-bantu-turunkan-kadar-gula-darah,diabetes
847,847,Begini Efek yang Dirasakan Tubuh Jika Konsumsi Mi Instan Setiap Hari,https://www.detik.com/sumut/berita/d-7718658/begini-efek-yang-dirasakan-tubuh-jika-konsumsi-mi-instan-setiap-hari,diabetes
848,848,"Viral Cokelat Dubai, Kalorinya Disebut-sebut Setara Makan Nasi Padang",https://health.detik.com/berita-detikhealth/d-7635772/viral-cokelat-dubai-kalorinya-disebut-sebut-setara-makan-nasi-padang,diabetes
849,849,"Sebelum Ditemukan Tewas di Sumur, Darpin Idap Diabetes hingga Depresi",https://www.detik.com/sumbagsel/berita/d-7493781/sebelum-ditemukan-tewas-di-sumur-darpin-idap-diabetes-hingga-depresi,diabetes
850,850,Kebiasaan Sederhana tapi Powerfull untuk Turunkan Gula Darah!,https://www.detik.com/sumut/berita/d-7611214/kebiasaan-sederhana-tapi-powerfull-untuk-turunkan-gula-darah,diabetes
851,851,3 Cara Minum Air Kelapa yang Bisa Bantu Turunkan Kadar Gula Darah,https://health.detik.com/berita-detikhealth/d-7559788/3-cara-minum-air-kelapa-yang-bisa-bantu-turunkan-kadar-gula-darah,diabetes
852,852,"Cerita Dokter Tangani Pasien Serangan Jantung, Gejala Awal Dikira Diare Biasa",https://health.detik.com/berita-detikhealth/d-8442486/cerita-dokter-tangani-pasien-serangan-jantung-gejala-awal-dikira-diare-biasa,diabetes
853,853,"Ada Bahaya Tersembunyi BPA pada Galon Guna Ulang, Picu Kanker-Diabetes",https://health.detik.com/berita-detikhealth/d-7500044/ada-bahaya-tersembunyi-bpa-pada-galon-guna-ulang-picu-kanker-diabetes,diabetes
854,854,"Catat, Ternyata Sesimpel Ini Cara Kurangi Kadar Gula saat Konsumsi Nasi",https://health.detik.com/berita-detikhealth/d-7589237/catat-ternyata-sesimpel-ini-cara-kurangi-kadar-gula-saat-konsumsi-nasi,diabetes
857,857,"Gatal di Area Bawah Kaki, Benarkah Pertanda Gula Darah Tinggi? Ini Penjelasannya",https://health.detik.com/berita-detikhealth/d-7601297/gatal-di-area-bawah-kaki-benarkah-pertanda-gula-darah-tinggi-ini-penjelasannya,diabetes
858,858,Waktu Ideal Jalan Kaki Setelah Makan untuk Turunkan Kadar Gula Darah,https://health.detik.com/berita-detikhealth/d-7565949/waktu-ideal-jalan-kaki-setelah-makan-untuk-turunkan-kadar-gula-darah,diabetes
859,859,Ini Alasan Label 'Nutri-Level' Diprioritaskan untuk Minuman Kopsus-Boba Cs,https://health.detik.com/berita-detikhealth/d-8446080/ini-alasan-label-nutri-level-diprioritaskan-untuk-minuman-kopsus-boba-cs,diabetes
860,860,"Obat Diabetes Palsu Temuan WHO Tersebar di 4 Negara, Ada RI?",https://health.detik.com/berita-detikhealth/d-7411893/obat-diabetes-palsu-temuan-who-tersebar-di-4-negara-ada-ri,diabetes
861,861,Pasien Diabetes Meninggal Dunia gegara Terapi Tampar,https://www.detik.com/jabar/berita/d-7462777/pasien-diabetes-meninggal-dunia-gegara-terapi-tampar,diabetes
863,863,Pria Ditemukan Tak Bernyawa di Bale Bengong Pedungan Denpasar,https://www.detik.com/bali/berita/d-8446541/pria-ditemukan-tak-bernyawa-di-bale-bengong-pedungan-denpasar,diabetes
865,865,Viral Pria Semarang Makan Daging Kucing buat Obat Diabetes,https://news.detik.com/berita/d-7478375/viral-pria-semarang-makan-daging-kucing-buat-obat-diabetes,diabetes
866,866,Ini Alasan Label 'Nutri-Level' Diprioritaskan untuk Minuman Kopsus-Boba Cs,https://health.detik.com/berita-detikhealth/d-8446080/ini-alasan-label-nutri-level-diprioritaskan-untuk-minuman-kopsus-boba-cs,diabetes
868,868,Hati-hati! Ini yang Terjadi pada Tubuh Jika Kebanyakan Tidur,https://health.detik.com/berita-detikhealth/d-7653754/hati-hati-ini-yang-terjadi-pada-tubuh-jika-kebanyakan-tidur,diabetes
869,869,Makanan yang Harus Dihindari bagi Penderita Diabetes,https://www.detik.com/sumbagsel/berita/d-7397992/makanan-yang-harus-dihindari-bagi-penderita-diabetes,diabetes
870,870,Pria Ditemukan Tak Bernyawa di Bale Bengong Pedungan Denpasar,https://www.detik.com/bali/berita/d-8446541/pria-ditemukan-tak-bernyawa-di-bale-bengong-pedungan-denpasar,diabetes
871,871,"Diabetes Anak Naik, Golkar Dorong DKI Gencarkan Periksa Kesehatan Gratis",https://news.detik.com/berita/d-7481924/diabetes-anak-naik-golkar-dorong-dki-gencarkan-periksa-kesehatan-gratis,diabetes
872,872,"Heboh Pria di Semarang Makan Daging Kucing, Ngaku Obat Diabetes",https://www.detik.com/sumut/berita/d-7478513/heboh-pria-di-semarang-makan-daging-kucing-ngaku-obat-diabetes,diabetes
873,873,"Petai Bisa Jaga Kadar Gula Darah-Lancarkan Pencernaan, Dokter Herbal Bilang Gini",https://health.detik.com/berita-detikhealth/d-7651748/petai-bisa-jaga-kadar-gula-darah-lancarkan-pencernaan-dokter-herbal-bilang-gini,diabetes
874,874,RI Dibayangi Kenaikan Kasus Obesitas-Kanker di Kalangan Generasi Muda,https://health.detik.com/berita-detikhealth/d-7546168/ri-dibayangi-kenaikan-kasus-obesitas-kanker-di-kalangan-generasi-muda,diabetes
875,875,"Jalan Kaki Pagi Vs Sore Hari, Ini Waktu Terbaik untuk Pangkas BB-Jaga Gula Darah",https://health.detik.com/berita-detikhealth/d-7584182/jalan-kaki-pagi-vs-sore-hari-ini-waktu-terbaik-untuk-pangkas-bb-jaga-gula-darah,diabetes
876,876,Tren Anak Muda Kena Penyakit Ginjal hingga Cuci Darah Meningkat,https://www.detik.com/jabar/berita/d-7675612/tren-anak-muda-kena-penyakit-ginjal-hingga-cuci-darah-meningkat,diabetes
877,877,"7 Manfaat Rumput Laut untuk Kesehatan, Bisa Bantu Turunkan Berat Badan",https://health.detik.com/berita-detikhealth/d-7518272/7-manfaat-rumput-laut-untuk-kesehatan-bisa-bantu-turunkan-berat-badan,diabetes
879,879,10 Manfaat Daun Mangga untuk Kesehatan dan Cara Konsumsinya,https://health.detik.com/berita-detikhealth/d-7519367/10-manfaat-daun-mangga-untuk-kesehatan-dan-cara-konsumsinya,diabetes
886,886,"Kasus Penyakit Ginjal Kronis 'Ngegas' di Malaysia, Ternyata Ini Pemicunya",https://health.detik.com/berita-detikhealth/d-8442260/kasus-penyakit-ginjal-kronis-ngegas-di-malaysia-ternyata-ini-pemicunya,diabetes
887,887,"Guru Besar FKUI Beberkan Bahaya Makan 'Tumis Kucing', Tak Bisa Jadi Obat Diabetes",https://health.detik.com/berita-detikhealth/d-7483839/guru-besar-fkui-beberkan-bahaya-makan-tumis-kucing-tak-bisa-jadi-obat-diabetes,diabetes
888,888,"8 Buah yang Bagus untuk Pengidap Diabetes, Cocok Jadi Camilan Sehat",https://health.detik.com/berita-detikhealth/d-7469939/8-buah-yang-bagus-untuk-pengidap-diabetes-cocok-jadi-camilan-sehat,diabetes
890,890,Tanda-tanda Diabetes yang Jarang Disadari Banyak Orang,https://www.detik.com/jabar/berita/d-7449646/tanda-tanda-diabetes-yang-jarang-disadari-banyak-orang,diabetes
891,891,"Kayu Manis Bisa Bantu Turunkan Gula Darah, Mitos atau Fakta? Begini Penjelasannya",https://health.detik.com/berita-detikhealth/d-7594530/kayu-manis-bisa-bantu-turunkan-gula-darah-mitos-atau-fakta-begini-penjelasannya,diabetes
892,892,Gold Dragon dan Golden Tiger Medan Gelar Cek Kesehatan Massal Gratis,https://www.detik.com/sumut/berita/d-7498447/gold-dragon-dan-golden-tiger-medan-gelar-cek-kesehatan-massal-gratis,diabetes
894,894,Kurangi Penggunaan Plastik Sekali Pakai untuk Cegah Diabetes pada Anak,https://www.detik.com/jatim/berita/d-7461365/kurangi-penggunaan-plastik-sekali-pakai-untuk-cegah-diabetes-pada-anak,diabetes
895,895,"Viral Kutipan 'Susu UHT Tingkatkan Risiko Diabetes-Gagal Ginjal', Ini Bantahan IDAI",https://health.detik.com/berita-detikhealth/d-7473693/viral-kutipan-susu-uht-tingkatkan-risiko-diabetes-gagal-ginjal-ini-bantahan-idai,diabetes
896,896,"Nutri Level, Ikhtiar Negara Dongkrak Kesehatan Warga",https://health.detik.com/berita-detikhealth/d-8445241/nutri-level-ikhtiar-negara-dongkrak-kesehatan-warga,diabetes
898,898,"'Nutri-Level' Bakal Diterapkan Bertahap di RI, Pertama di Minuman Siap Saji-UMKM",https://health.detik.com/berita-detikhealth/d-7556335/nutri-level-bakal-diterapkan-bertahap-di-ri-pertama-di-minuman-siap-saji-umkm,diabetes
899,899,Simak! Ini 8  Alasan Terlalu Banyak Konsumsi Gula Bisa Berbahaya untuk Tubuh,https://www.detik.com/sumut/berita/d-8441191/simak-ini-8-alasan-terlalu-banyak-konsumsi-gula-bisa-berbahaya-untuk-tubuh,diabetes
901,901,Kadar Gula Darah Melonjak di Pagi Hari? Ini Pemicu dan Cara Mengatasinya,https://health.detik.com/berita-detikhealth/d-7478357/kadar-gula-darah-melonjak-di-pagi-hari-ini-pemicu-dan-cara-mengatasinya,diabetes
902,902,Bahaya Gorengan bagi Kesehatan: Picu Obesitas hingga Penyakit Jantung,https://www.detik.com/jabar/berita/d-8440654/bahaya-gorengan-bagi-kesehatan-picu-obesitas-hingga-penyakit-jantung,diabetes
904,904,"Diam-diam Mematikan, Waspadai Gejala Diabetes Sudah di Level 'Alert'",https://health.detik.com/berita-detikhealth/d-7386042/diam-diam-mematikan-waspadai-gejala-diabetes-sudah-di-level-alert,diabetes
905,905,Menkes Tanggapi Tingginya Temuan Kasus Gagal Ginjal Anak di Indonesia,https://health.detik.com/berita-detikhealth/d-7515976/menkes-tanggapi-tingginya-temuan-kasus-gagal-ginjal-anak-di-indonesia,diabetes
906,906,"Cara Mengatasi Insomnia Secara Alami Tanpa Obat-obatan, Ini Rahasianya!",https://www.detik.com/sumbagsel/berita/d-8439878/cara-mengatasi-insomnia-secara-alami-tanpa-obat-obatan-ini-rahasianya,diabetes
907,907,"Tanda-tanda Seseorang Mengalami Prediabetes, Kenali Sebelum Telat",https://health.detik.com/berita-detikhealth/d-7484521/tanda-tanda-seseorang-mengalami-prediabetes-kenali-sebelum-telat,diabetes
908,908,Waspada! Ada Obat Diabetes Palsu Beredar,https://www.detik.com/jabar/berita/d-7415747/waspada-ada-obat-diabetes-palsu-beredar,diabetes
909,909,"Makin Banyak Warga +62 Diabetes, Cukai Minuman Manis Malah Molor ke 2025",https://health.detik.com/berita-detikhealth/d-7388901/makin-banyak-warga-62-diabetes-cukai-minuman-manis-malah-molor-ke-2025,diabetes
910,910,"Ciri-ciri Kolesterol Tinggi Pada Wanita, Ini Kadar Normal dan Cara Mengatasinya",https://health.detik.com/berita-detikhealth/d-7473505/ciri-ciri-kolesterol-tinggi-pada-wanita-ini-kadar-normal-dan-cara-mengatasinya,diabetes
912,912,"Kasus Gagal Ginjal di Indonesia Terus Naik, Beban Biaya Tembus Rp 13,38 T",https://www.detik.com/kalimantan/berita/d-8445278/kasus-gagal-ginjal-di-indonesia-terus-naik-beban-biaya-tembus-rp-13-38-t,diabetes
914,914,"Gaya Hidup 'Kekinian' Ini Bisa Picu Penyakit Ginjal, Anak Muda Bisa Kena!",https://health.detik.com/berita-detikhealth/d-8435116/gaya-hidup-kekinian-ini-bisa-picu-penyakit-ginjal-anak-muda-bisa-kena,diabetes
915,915,Pemicu dan Cara Mengatasi Kadar Gula Darah yang Melonjak Pagi Hari,https://www.detik.com/sumut/berita/d-7479323/pemicu-dan-cara-mengatasi-kadar-gula-darah-yang-melonjak-pagi-hari,diabetes
917,917,Manfaat Jalan Kaki untuk Jantung dan Durasi Idealnya,https://www.detik.com/sumbagsel/berita/d-8438383/manfaat-jalan-kaki-untuk-jantung-dan-durasi-idealnya,diabetes
918,918,"Pertama Kalinya! RI Produksi Insulin Lokal Halal, Bisa Pakai BPJS",https://health.detik.com/berita-detikhealth/d-7507145/pertama-kalinya-ri-produksi-insulin-lokal-halal-bisa-pakai-bpjs,diabetes
920,920,Kisah Alex Diet hingga Turunkan BB 40 Kg Demi Selamat dari Kematian,https://www.detik.com/jabar/berita/d-7509178/kisah-alex-diet-hingga-turunkan-bb-40-kg-demi-selamat-dari-kematian,diabetes
921,921,Deretan Penyakit yang Bikin Ketiak Bau,https://www.detik.com/jabar/berita/d-7504830/deretan-penyakit-yang-bikin-ketiak-bau,diabetes
923,923,"Banyak Anak Muda Kena Stroke-Penyakit Jantung di RI, Dokter Ungkap Biang Keroknya",https://health.detik.com/berita-detikhealth/d-7456139/banyak-anak-muda-kena-stroke-penyakit-jantung-di-ri-dokter-ungkap-biang-keroknya,diabetes
924,924,"Dinkes DKI Ungkap 60 Anak Jalani Terapi Gagal Ginjal di RSCM, Inikah Pemicunya?",https://health.detik.com/berita-detikhealth/d-7476185/dinkes-dki-ungkap-60-anak-jalani-terapi-gagal-ginjal-di-rscm-inikah-pemicunya,diabetes
925,925,Food Vlogger Bikin Warung Rawon Tutup hingga Nasi Dingin Lebih Sehat,https://food.detik.com/berita-boga/d-7569562/food-vlogger-bikin-warung-rawon-tutup-hingga-nasi-dingin-lebih-sehat,diabetes
929,929,2 Makanan Wajib Dikonsumsi saat Puasa Biar Nggak Lemas Menurut Profesor Gizi IPB,https://health.detik.com/berita-detikhealth/d-8366855/2-makanan-wajib-dikonsumsi-saat-puasa-biar-nggak-lemas-menurut-profesor-gizi-ipb,diabetes
930,930,2 Makanan Wajib Dikonsumsi saat Puasa Biar Nggak Lemas Menurut Profesor Gizi IPB,https://health.detik.com/berita-detikhealth/d-8366855/2-makanan-wajib-dikonsumsi-saat-puasa-biar-nggak-lemas-menurut-profesor-gizi-ipb,diabetes
931,931,"Temuan Peneliti, Secangkir Kopi Bisa Bantu Kendalikan Gula Darah",https://health.detik.com/berita-detikhealth/d-8306043/temuan-peneliti-secangkir-kopi-bisa-bantu-kendalikan-gula-darah,diabetes
935,935,Aktivitas Fisik yang Disarankan untuk Penderita Diabetes,https://www.detik.com/sumut/berita/d-7358716/aktivitas-fisik-yang-disarankan-untuk-penderita-diabetes,diabetes
936,936,"Mengkhawatirkan, IDAI Ungkap Anak 6 Tahun Kena Diabetes gegara Kebiasaan Ini",https://health.detik.com/berita-detikhealth/d-7363462/mengkhawatirkan-idai-ungkap-anak-6-tahun-kena-diabetes-gegara-kebiasaan-ini,diabetes
937,937,5 Penyakit yang Bisa Dideteksi Lewat Medical Check Up,https://health.detik.com/berita-detikhealth/d-8333967/5-penyakit-yang-bisa-dideteksi-lewat-medical-check-up,diabetes
938,938,"Viral Bocil-bocil ke RSCM Cuci Darah, Survei IDAI: 1 dari 5 Anak Berpotensi Gagal Ginjal",https://health.detik.com/berita-detikhealth/d-7454322/viral-bocil-bocil-ke-rscm-cuci-darah-survei-idai-1-dari-5-anak-berpotensi-gagal-ginjal,diabetes
939,939,"Orang dengan Kondisi Ini Sebaiknya Tak Konsumsi Nanas, Begini Dampaknya ke Tubuh",https://health.detik.com/berita-detikhealth/d-7492184/orang-dengan-kondisi-ini-sebaiknya-tak-konsumsi-nanas-begini-dampaknya-ke-tubuh,diabetes
940,940,"Kasus Gagal Ginjal Ngegas Juga di RI, Makin Banyak Warga +62 Cuci Darah",https://health.detik.com/berita-detikhealth/d-8444789/kasus-gagal-ginjal-ngegas-juga-di-ri-makin-banyak-warga-62-cuci-darah,diabetes
941,941,Pakar Teliti Campuran Kayu Manis dan Bungur untuk Fitofarmaka Antidiabetes,https://health.detik.com/berita-detikhealth/d-8323277/pakar-teliti-campuran-kayu-manis-dan-bungur-untuk-fitofarmaka-antidiabetes,diabetes
945,945,Dokter Ungkap Pola Makan Gen Z yang Diam-diam Bikin Gagal Ginjal,https://health.detik.com/berita-detikhealth/d-8396093/dokter-ungkap-pola-makan-gen-z-yang-diam-diam-bikin-gagal-ginjal,diabetes
946,946,Pakar Wanti-wanti soal Serangan Jantung 'Diam-diam',https://www.detik.com/jabar/berita/d-8356136/pakar-wanti-wanti-soal-serangan-jantung-diam-diam,diabetes
947,947,Minuman Elektrolit Apakah Perlu Dikonsumsi saat Berbuka? Ini Kata Ahli Gizi,https://www.detik.com/sumut/berita/d-8368773/minuman-elektrolit-apakah-perlu-dikonsumsi-saat-berbuka-ini-kata-ahli-gizi,diabetes
