title,link,keyword
Video: Ibnu Jamil Ungkap Ibundanya Memiliki Riwayat Penyakit Diabetes,https://20.detik.com/detikupdate/20250115-250115109/video-ibnu-jamil-ungkap-ibundanya-memiliki-riwayat-penyakit-diabetes,diabetes
"Dewasa Muda Kena Diabetes Makin Marak, Beban BPJS Kesehatan Makin Berat",https://www.detik.com/kalimantan/berita/d-8180507/dewasa-muda-kena-diabetes-makin-marak-beban-bpjs-kesehatan-makin-berat,diabetes
Alasan Trump Perketat Aturan Visa Bagi Pemohon yang Obesitas hingga Diabetes,https://health.detik.com/berita-detikhealth/d-8212433/alasan-trump-perketat-aturan-visa-bagi-pemohon-yang-obesitas-hingga-diabetes,diabetes
Kenapa Pengidap Diabetes Tak Disarankan Minum Jus Buah?,https://www.detik.com/sumut/berita/d-8214368/kenapa-pengidap-diabetes-tak-disarankan-minum-jus-buah,diabetes
Begini Prinsip Penanganan Diabetes dan Hubungannya Terhadap Syaraf,https://health.detik.com/fotohealth/d-7197509/begini-prinsip-penanganan-diabetes-dan-hubungannya-terhadap-syaraf,diabetes
"Kemenkes Bicara Kebiasaan Minum Manis Warga +62, Penyumbang 30 Persen Kasus Diabetes",https://health.detik.com/berita-detikhealth/d-8188591/kemenkes-bicara-kebiasaan-minum-manis-warga-62-penyumbang-30-persen-kasus-diabetes,diabetes
Wamenkes Soroti Obat Bahan Alam RI yang Bisa untuk Pasien Stroke-Diabetes,https://health.detik.com/berita-detikhealth/d-8255509/wamenkes-soroti-obat-bahan-alam-ri-yang-bisa-untuk-pasien-stroke-diabetes,diabetes
"Gaya Hidup Manis Picu Diabetes Dini, Ini Ciri-cirinya",https://www.detik.com/jatim/berita/d-8063649/gaya-hidup-manis-picu-diabetes-dini-ini-ciri-cirinya,diabetes
"Video: Cerita Dibalik Nama Unik Anak Anne-Marie, Terinspirasi dari Diabetes",https://20.detik.com/detikupdate/20251018-251018040/video-cerita-dibalik-nama-unik-anak-anne-marie-terinspirasi-dari-diabetes,diabetes
Yang Diabetes hingga Obesitas Ditolak Trump Masuk ke AS,https://news.detik.com/internasional/d-8212553/yang-diabetes-hingga-obesitas-ditolak-trump-masuk-ke-as,diabetes
Gatal-gatal Nggak Sembuh? Mungkin Bukan Penyakit Kulit tapi Kena Diabetes,https://health.detik.com/berita-detikhealth/d-8213273/gatal-gatal-nggak-sembuh-mungkin-bukan-penyakit-kulit-tapi-kena-diabetes,diabetes
Awas Ini 7 Pantangan Makanan dan Minuman Bagi Penderita Diabetes!,https://www.detik.com/sumut/berita/d-8250979/awas-ini-7-pantangan-makanan-dan-minuman-bagi-penderita-diabetes,diabetes
Peringatan Hari Diabetes Sedunia: Langkah Sehat Bersama Tropicana Slim,https://20.detik.com/special-coverage/20241126-241126074/peringatan-hari-diabetes-sedunia-langkah-sehat-bersama-tropicana-slim,diabetes
